,1,2,3,4,5,6,7,8,9
0,0.001379310344827586,0.63672074388337,0.6474857220927085,0.648515958277493,0.6486011568181639,0.6486078700095623,0.6486083925766486,0.6486084335004612,0.6486084367625397
1,0.001379310344827586,0.6763626637920451,0.6883778693322566,0.6895052690158476,0.6895986842309535,0.6896060382338786,0.689606609171337,0.6896066537276859,0.6896066572650283
2,0.001379310344827586,0.769142815386818,0.7830303846056943,0.7844544979155824,0.7845725037020211,0.7845817233137736,0.7845824329463212,0.7845824877863753,0.7845824920909744
3,0.001379310344827586,0.7080090460968151,0.7193111639554959,0.7204728869184674,0.7205683618199582,0.7205757845999998,0.7205763548309561,0.720576398906536,0.7205764023725839
4,0.001379310344827586,0.6774963960459289,0.6890987767265075,0.6902213987312853,0.6903123140101132,0.6903193792048298,0.6903199262710098,0.6903199691704219,0.6903199726129055
5,0.001379310344827586,0.7551623789416121,0.7690827633355084,0.7704065734788044,0.7705137141855686,0.7705220194663981,0.7705226601045945,0.7705227101185924,0.7705227141122482
6,0.001379310344827586,0.8157630364529342,0.8309909677458466,0.8324327028527003,0.8325500523751077,0.8325591764663607,0.8325598802142433,0.8325599350150479,0.8325599393707235
7,0.001379310344827586,0.8750237345505163,0.8933409052141791,0.8949528683000874,0.895082643793094,0.8950927312380402,0.8950935114985639,0.8950935725083768,0.8950935773812596
8,0.001379310344827586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,0.001379310344827586,0.8904570205220826,0.9055601670058744,0.9067591655899752,0.9068539128796334,0.9068612617954168,0.9068618315706025,0.9068618762377729,0.9068618798105176
10,0.001379310344827586,0.8714795177621004,0.8839099888723063,0.8848228400272551,0.8848930175093691,0.8848984586119678,0.8848988880488061,0.8848989228267161,0.884898925734777
11,0.001379310344827586,0.9417656749750428,0.9529487167983329,0.9540417172799053,0.9541318048466965,0.9541389403834449,0.9541395025209248,0.954139547262999,0.9541395508999473
12,0.001379310344827586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,0.001379310344827586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,0.001379310344827586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,0.001379310344827586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
