,truth,injected,class
0,5.3,5.3,0.0
1,5.5,5.5,0.0
2,5.9,5.9,0.0
3,5.1,5.1,0.0
4,5.1,5.1,0.0
5,4.9,4.9,0.0
6,5.2,5.2,0.0
7,5.4,5.4,0.0
8,5.9,5.9,0.0
9,5.6,5.6,0.0
10,6.7,6.7,0.0
11,6.7,6.7,0.0
12,6.7,6.7,0.0
13,5.3,5.3,0.0
14,5.5,5.5,0.0
15,5.0,5.0,0.0
16,4.7,4.7,0.0
17,5.6,5.6,0.0
18,5.7,5.7,0.0
19,6.1,6.1,0.0
20,5.6,5.6,0.0
21,5.6,5.6,0.0
22,5.5,5.5,0.0
23,5.8,5.8,0.0
24,5.5,5.5,0.0
25,5.4,5.4,0.0
26,6.6,6.6,0.0
27,6.8,6.8,0.0
28,5.8,5.8,0.0
29,6.2,6.2,0.0
30,5.5,5.5,0.0
31,5.5,5.5,0.0
32,5.6,5.6,0.0
33,5.9,5.9,0.0
34,6.2,6.2,0.0
35,5.8,5.8,0.0
36,5.7,5.7,0.0
37,5.4,5.4,0.0
38,5.2,5.2,0.0
39,4.9,4.9,0.0
40,4.9,4.9,0.0
41,4.7,4.7,0.0
42,5.1,5.1,0.0
43,5.4,5.4,0.0
44,5.8,5.8,0.0
45,4.9,4.9,0.0
46,4.0,4.0,1.0
47,4.0,5.1,1.0
48,3.8,6.0,1.0
49,3.6,6.9,1.0
50,3.6,8.0,1.0
51,4.0,9.5,1.0
52,3.4,10.0,1.0
53,3.4,11.100000000000001,1.0
54,3.9,12.700000000000001,1.0
55,3.3,13.2,1.0
56,3.2,13.100000000000001,0.0
57,3.7,13.600000000000001,0.0
58,3.6,13.5,0.0
59,3.7,13.600000000000001,0.0
60,3.9,13.8,0.0
61,4.3,14.2,0.0
62,3.9,13.8,0.0
63,4.1,14.0,0.0
64,3.6,13.5,0.0
65,3.0,12.9,0.0
66,2.9,12.8,0.0
67,3.7,13.600000000000001,0.0
68,3.9,13.8,0.0
69,3.2,13.100000000000001,0.0
70,3.3,13.2,0.0
71,3.0,12.9,0.0
72,3.4,13.3,0.0
73,3.4,13.3,0.0
74,3.4,13.3,0.0
75,3.8,13.7,0.0
76,3.9,13.8,0.0
77,4.4,14.3,0.0
78,3.9,13.8,0.0
79,4.4,14.3,0.0
80,5.0,14.9,0.0
81,4.7,14.600000000000001,0.0
82,5.4,15.3,0.0
83,5.1,15.0,0.0
84,5.2,15.100000000000001,0.0
85,6.0,15.9,0.0
86,5.9,15.8,0.0
87,5.8,15.7,0.0
88,5.7,15.600000000000001,0.0
89,5.5,15.4,0.0
90,5.3,15.2,0.0
91,6.2,16.1,0.0
92,6.8,16.7,0.0
93,6.8,16.7,0.0
94,6.6,16.5,0.0
95,7.7,17.6,0.0
96,7.9,17.8,0.0
97,7.7,17.6,0.0
98,7.1,17.0,0.0
99,7.5,17.4,0.0
100,8.4,18.3,0.0
