index,truth,injected,class,TS10,TS24,TS3,TS31,TS38,TS45,TS66,TS73,TS87
0,216.370595195306,216.370595195306,0.0,127.699238158408,-150.575962602257,-19.413646152003,394.123323955456,483.204695678708,-281.129226660013,-37.9356728257814,166.780674736255,-168.140906944967
1,0.7623931290732711,0.7623931290732711,0.0,23.0696141879837,100.79432555917,61.4432598612614,-43.0320196160401,-64.51921130224301,141.363496042075,67.495734884907,15.668229429660098,108.760965244953
2,339.998476295098,339.998476295098,0.0,246.118856604796,-88.8017133376071,85.50134385159559,528.9877597347651,624.0974234841291,-261.277613349315,61.2472484247689,289.59125858674,-110.184561771228
3,386.066099360615,386.066099360615,0.0,295.937818479586,552.919331935212,216.338428263733,567.962719868086,659.73105949453,891.936445176684,265.283202921833,338.88193024816,605.692435917587
4,294.997671684932,294.997671684932,0.0,264.64998579677103,303.47532593016103,232.313774820756,357.743116893023,390.14087621295306,377.682139002056,243.556946217675,283.053268987578,319.50390898242296
5,16.0237070983333,16.0237070983333,0.0,122.232867460138,81.586243527153,251.526701358122,-193.934525507153,-297.683597750835,-84.69989994882641,228.542175725531,83.19121439156429,64.3442118809736
6,175.39227335986,175.39227335986,0.0,238.54006612310903,451.60559107282097,346.494603423389,51.9667906378357,-8.3108993209382,560.979945469741,363.018588535684,219.032711301664,474.82915250259697
7,338.076719647993,338.076719647993,0.0,356.590694161392,566.362116432956,408.170057910735,304.32888811202497,289.095031089456,729.426594095164,432.492500252544,357.291545009059,598.341217423314
8,441.173563638897,441.173563638897,0.0,439.196251874042,580.868995680808,456.418057582853,448.818319345791,454.48576328783,710.801405311247,476.135786968882,449.75850897442297,609.200466046455
9,906.345983428982,906.345983428982,0.0,735.3746752564999,421.491585689135,481.693308935613,1252.38874663748,1427.4602016735,367.38038636764,475.247533805838,819.4423572364681,424.616633870047
10,677.936526979678,677.936526979678,0.0,621.5748566521779,911.6352330868132,589.8383658501419,795.170029184569,856.0418610619599,1240.13167664096,638.179265037075,657.603548832044,970.5040379155008
11,462.082394756622,462.082394756622,0.0,514.838357042967,692.593115980413,606.010230666383,361.490646420176,313.65486037007497,786.484630004421,620.964579540625,505.181775950362,719.032452827478
12,452.872916599332,452.872916599332,0.0,529.769665007723,499.325198245582,624.676930686096,304.40961070514703,232.84305321935287,381.891146907544,609.570352700232,510.846459139131,496.66069056360993
13,649.0126933025431,649.0126933025431,0.0,665.571204127323,164.683855876815,624.269058905189,621.635877261935,610.817572046107,-286.374613656585,561.630289368746,673.586669356598,115.444238975332
14,695.6345924432179,695.6345924432179,0.0,712.6112942673919,1017.81862846547,775.688378570877,667.831409090175,657.004927561307,1269.08466424753,813.5101208425431,721.526961201817,1069.99660570316
15,723.547249980186,723.547249980186,0.0,748.12009475196,782.990495510744,786.13881251377,680.961795418297,662.949185628182,789.5870167876891,789.136206619178,754.8596982708749,801.30120691325
16,882.912440407959,882.912440407959,0.0,860.759328417907,835.778263567641,832.497494122612,934.188914056077,963.3122757141432,849.4129236851401,836.628776254,888.603768396781,856.179945327196
17,731.809663862038,731.809663862038,0.0,789.482115057592,1111.68458291004,906.4052701646808,623.845025825296,573.5528389841089,1327.92683872036,939.608934158088,784.1950258046679,1162.11572886268
18,1001.98529216633,1001.98529216633,0.0,966.460876401821,1125.28362880828,945.360485530599,1080.82440273607,1124.1390975413,1316.77876754342,975.157286704881,1002.19472797953,1173.26499427286
19,757.561187834676,757.561187834676,0.0,838.8977354649229,1112.19034251721,979.611388948817,603.088386301258,529.9521323980861,1256.95034393557,1002.86018155517,825.6277434354829,1154.58078174494
20,971.003324061739,971.003324061739,0.0,981.146377031127,1230.70053842696,1029.4626304708802,959.32752653639,957.79478198043,1444.72854662549,1062.73529223745,999.46730913266,1284.0719291459698
21,1112.47366905729,1112.47366905729,0.0,1080.2357177432302,1236.3017148016,1063.40744792409,1185.96989478518,1227.22816919901,1422.5951343140698,1092.84646521284,1117.79936381399,1286.79654337386
22,1107.67787780861,1107.67787780861,0.0,1092.25951936099,1102.70936713724,1078.01209310092,1147.94493248998,1172.79362872373,1141.41484620101,1086.49555851719,1123.69419490817,1133.2057261680802
23,1257.62664926297,1257.62664926297,0.0,1194.9840132950098,640.5323237364299,1048.86456853248,1392.7522736713902,1465.23526211185,246.81733636033687,995.7021212203772,1247.73709134151,610.339852369973
24,1143.81717953349,1143.81717953349,0.0,1141.20072635929,1302.81027584461,1162.82227364582,1159.30045304072,1172.1672733737598,1458.02458785585,1188.20673729495,1169.3077239133502,1352.12179777045
25,1271.35847518415,1271.35847518415,0.0,1229.22743265148,1171.5583116605098,1173.12776801507,1366.28094209468,1419.07236647254,1185.8242175109,1178.50518468998,1275.3486806354902,1201.81986894321
26,1400.70446821126,1400.70446821126,0.0,1317.55757128952,1177.32900942914,1199.43550308509,1578.0686585863098,1672.2859520395998,1171.66693037064,1202.0945043932002,1382.33646900231,1205.8292336761
27,1124.77191325111,1124.77191325111,0.0,1165.73108336309,888.305507886265,1186.15996194731,1054.33398424504,1024.85522535095,607.504520815168,1149.6418445881,1178.40109305203,878.585695796972
28,1049.19278339197,1049.19278339197,0.0,1131.44258240099,1153.45091549561,1242.46589670499,896.583611278185,826.224238173423,1082.09845366869,1235.99743685798,1127.4960346960902,1174.7378432496
29,1300.79036180575,1300.79036180575,0.0,1289.58281689529,1393.34390154831,1293.7866597373,1335.5058922172802,1359.01387771836,1511.17271513426,1314.47253599803,1326.76884300363,1442.7422477410998
30,1274.40461970631,1274.40461970631,0.0,1282.70280870455,1641.96600526055,1344.46080146474,1270.51869698678,1274.9309632655,1958.3518332238,1393.6404051138502,1312.60866098548,1720.81516117279
31,1241.72204537017,1241.72204537017,0.0,1271.25839617312,1309.5918804778,1318.60182143949,1195.76981372757,1179.35393288793,1320.07161607606,1324.20899437093,1293.14160552835,1345.82568800344
32,1278.20978502914,1278.20978502914,0.0,1299.81112310812,1445.53648679656,1351.15698278311,1248.53759352087,1240.46674009158,1560.01471976245,1371.74952353012,1326.17447862137,1497.71274446883
33,1256.8730237496302,1256.8730237496302,0.0,1293.34109778712,1354.7614329737598,1352.69904210455,1197.87737501068,1175.34980030921,1377.5316051879,1360.31887093578,1314.41242145161,1394.92206106132
34,1505.68665687242,1505.68665687242,0.0,1445.55460622195,1049.3306915822195,1324.75876531898,1640.30127219574,1714.78383686859,795.219451582905,1292.95254631133,1509.10540974332,1051.0223541619698
35,1589.70083916559,1589.70083916559,0.0,1499.54296095075,1292.4939984758198,1365.49543976586,1784.77712430399,1889.69553122756,1241.41844331571,1362.82275821257,1577.0414027046,1324.27628084099
36,1571.50975467578,1571.50975467578,0.0,1492.2699165706,1306.6042056606698,1374.86469513132,1745.1599742812302,1839.57035578149,1260.87865471246,1373.0847395142,1566.16862469662,1340.2362962930902
37,1335.33091770511,1335.33091770511,0.0,1355.34366575033,1394.2548764470998,1391.77730514229,1310.88597969612,1306.45378973235,1419.87643866684,1400.31823388363,1387.78497765964,1439.16493376905
38,1625.24557063996,1625.24557063996,0.0,1528.24655686577,1678.36742297438,1432.03572643797,1835.23417095615,1948.22375749814,1948.45216281822,1475.62840588866,1611.91519311687,1759.2863133367398
39,1368.22900972068,1368.22900972068,0.0,1377.20096564078,1599.68231153421,1423.6960521326998,1366.68568533464,1374.11431686869,1800.03066663566,1457.45483052609,1416.53289844207,1671.72438317035
40,1716.8807274252802,1716.8807274252802,0.0,1582.98067023359,1376.3828379146698,1394.82045709686,2001.49144394917,2152.20210328137,1382.91636682491,1401.01984279741,1684.62289221625,1421.82259918903
41,1510.2295719569,1510.2295719569,0.0,1459.86594759455,1353.02954435224,1389.7301773442002,1628.17743750846,1695.76167869767,1341.9091118452,1393.53600817675,1526.78626764096,1397.0328330896698
42,1332.76295341768,1332.76295341768,0.0,1353.0818764009698,1577.8988983528602,1414.63828587553,1309.75573896431,1307.06744749423,1767.3487637076105,1447.22545602281,1390.78910257557,1651.64060873609
43,1261.54819042614,1261.54819042614,0.0,1308.15070896372,1537.7191304046398,1403.5285712352,1186.3837995505498,1157.82192721254,1698.707994844,1432.17832372904,1335.67296346279,1608.4805054654998
44,1195.78490078592,1195.78490078592,0.0,1265.5397697959402,1229.00804071892,1355.96246532071,1074.72582365181,1023.42161552771,1129.46097377955,1347.52123866635,1284.2190147974302,1263.63551896265
45,1202.30984903888,1202.30984903888,0.0,1264.7315632849,1213.74319753131,1344.23992543411,1096.3270961191,1052.76605744535,1111.26287968343,1335.50810255586,1287.63301531871,1249.0371618822198
46,1104.21066219599,1104.21066219599,0.0,1201.24122229456,1459.19933118397,1364.16688027035,929.420232257472,851.660362417525,1582.857244545,1387.86895861356,1210.38973823931,1527.8842790873998
47,1554.33206606267,1554.33206606267,0.0,1460.67573569051,1541.49235304402,1361.23721622527,1761.32543175195,1874.6624670690896,1750.98200470269,1397.32941108832,1552.62663111332,1623.52449979837
