,truth,injected,class
0,5.63,5.63,0.0
1,5.63,5.63,0.0
2,5.75,5.75,0.0
3,5.75,5.75,0.0
4,5.75,5.75,0.0
5,5.75,5.75,0.0
6,5.75,5.75,0.0
7,5.88,5.88,0.0
8,5.75,5.75,0.0
9,5.75,5.75,0.0
10,5.75,5.75,0.0
11,5.75,5.75,0.0
12,5.75,5.75,0.0
13,5.75,5.75,0.0
14,5.75,5.75,0.0
15,5.75,5.75,0.0
16,5.75,5.75,0.0
17,5.75,5.75,0.0
18,5.75,5.75,0.0
19,5.75,5.75,0.0
20,5.75,5.75,0.0
21,5.63,5.63,0.0
22,5.63,5.63,0.0
23,5.63,5.63,0.0
24,5.63,5.63,0.0
25,5.63,5.63,0.0
26,5.63,5.63,0.0
27,5.75,5.75,0.0
28,5.75,5.75,0.0
29,5.75,5.75,0.0
30,5.63,5.63,0.0
31,5.5,5.5,0.0
32,5.5,5.5,0.0
33,5.5,5.5,0.0
34,5.63,5.63,0.0
35,5.63,5.63,1.0
36,5.63,6.73,1.0
37,5.75,7.95,1.0
38,5.75,9.05,1.0
39,5.75,10.15,1.0
40,5.75,11.25,1.0
41,5.75,12.350000000000001,1.0
42,5.75,13.450000000000001,1.0
43,5.75,14.55,1.0
44,5.75,15.65,1.0
45,5.75,16.75,1.0
46,5.75,17.85,1.0
47,5.88,19.080000000000002,1.0
48,5.75,20.05,1.0
49,5.75,21.150000000000002,1.0
50,5.75,22.25,1.0
51,5.75,23.35,1.0
52,5.75,24.450000000000003,1.0
53,5.75,25.55,1.0
54,5.75,26.650000000000002,1.0
55,5.75,27.75,1.0
56,5.75,28.85,1.0
57,5.75,29.950000000000003,1.0
58,5.75,31.05,1.0
59,5.75,32.150000000000006,1.0
60,5.75,33.25,1.0
61,5.63,34.230000000000004,1.0
62,5.75,35.45,1.0
63,5.75,36.550000000000004,1.0
64,5.75,37.650000000000006,1.0
65,5.75,37.650000000000006,0.0
66,5.75,37.650000000000006,0.0
67,5.75,37.650000000000006,0.0
68,5.75,37.650000000000006,0.0
69,5.75,37.650000000000006,0.0
70,5.75,37.650000000000006,0.0
71,5.75,37.650000000000006,0.0
72,5.75,37.650000000000006,0.0
73,5.88,37.78,0.0
74,5.88,37.78,0.0
75,5.88,37.78,0.0
76,5.88,37.78,0.0
77,5.88,37.78,0.0
78,5.75,37.650000000000006,0.0
79,5.75,37.650000000000006,0.0
80,5.75,37.650000000000006,0.0
81,5.75,37.650000000000006,0.0
82,5.88,37.78,0.0
83,5.88,37.78,0.0
84,5.88,37.78,0.0
85,5.75,37.650000000000006,0.0
86,5.75,37.650000000000006,0.0
87,5.75,37.650000000000006,0.0
88,5.75,37.650000000000006,0.0
89,5.75,37.650000000000006,0.0
90,5.75,37.650000000000006,0.0
91,5.75,37.650000000000006,0.0
92,5.75,37.650000000000006,0.0
93,5.75,37.650000000000006,0.0
94,5.75,37.650000000000006,0.0
95,5.75,37.650000000000006,0.0
96,5.75,37.650000000000006,0.0
97,5.75,37.650000000000006,0.0
98,5.88,37.78,0.0
