1865	1	130.26
1865	2	115.06
1865	3	51.60
1865	4	30.38
1865	5	64.73
1865	6	27.99
1865	7	28.48
1865	8	60.85
1865	9	20.29
1865	10	71.71
1865	11	115.76
1865	12	89.71
1866	1	139.64
1866	2	169.17
1866	3	135.01
1866	4	53.33
1866	5	29.99
1866	6	53.15
1866	7	27.77
1866	8	38.97
1866	9	127.81
1866	10	92.36
1866	11	81.17
1866	12	101.01
1867	1	166.64
1867	2	117.98
1867	3	146.80
1867	4	144.00
1867	5	107.48
1867	6	25.30
1867	7	35.11
1867	8	23.28
1867	9	21.79
1867	10	56.45
1867	11	43.66
1867	12	38.68
1868	1	94.82
1868	2	87.75
1868	3	81.10
1868	4	61.54
1868	5	45.67
1868	6	17.22
1868	7	8.36
1868	8	31.97
1868	9	63.95
1868	10	69.27
1868	11	60.45
1868	12	260.69
1869	1	207.75
1869	2	183.90
1869	3	80.93
1869	4	44.51
1869	5	100.34
1869	6	28.28
1869	7	10.14
1869	8	6.89
1869	9	56.01
1869	10	46.99
1869	11	75.53
1869	12	175.45
1870	1	136.72
1870	2	113.78
1870	3	78.66
1870	4	31.32
1870	5	26.79
1870	6	14.82
1870	7	8.46
1870	8	7.03
1870	9	7.71
1870	10	108.65
1870	11	91.76
1870	12	64.64
1871	1	97.23
1871	2	94.06
1871	3	56.47
1871	4	78.64
1871	5	28.86
1871	6	22.69
1871	7	48.78
1871	8	33.93
1871	9	78.33
1871	10	130.89
1871	11	57.80
1871	12	65.68
1872	1	215.84
1872	2	179.14
1872	3	127.37
1872	4	110.28
1872	5	48.87
1872	6	64.41
1872	7	99.14
1872	8	54.36
1872	9	63.47
1872	10	150.69
1872	11	335.00
1872	12	280.64
1873	1	217.11
1873	2	90.13
1873	3	106.67
1873	4	45.95
1873	5	37.76
1873	6	29.44
1873	7	33.26
1873	8	48.93
1873	9	30.42
1873	10	45.36
1873	11	69.70
1873	12	39.39
1874	1	84.06
1874	2	118.49
1874	3	61.88
1874	4	40.79
1874	5	26.68
1874	6	15.89
1874	7	10.19
1874	8	32.14
1874	9	63.80
1874	10	100.28
1874	11	112.45
1874	12	134.84
1875	1	219.78
1875	2	104.25
1875	3	47.44
1875	4	37.28
1875	5	38.02
1875	6	48.96
1875	7	87.35
1875	8	66.09
1875	9	83.11
1875	10	183.39
1875	11	219.44
1875	12	91.89
1876	1	67.38
1876	2	135.02
1876	3	146.42
1876	4	105.56
1876	5	29.86
1876	6	16.49
1876	7	10.88
1876	8	15.06
1876	9	66.29
1876	10	106.73
1876	11	140.67
1876	12	411.32
1877	1	301.57
1877	2	166.27
1877	3	120.26
1877	4	105.04
1877	5	95.08
1877	6	36.18
1877	7	51.28
1877	8	89.01
1877	9	53.95
1877	10	75.62
1877	11	151.49
1877	12	114.04
1878	1	101.98
1878	2	77.82
1878	3	49.75
1878	4	54.58
1878	5	111.69
1878	6	62.83
1878	7	25.04
1878	8	100.21
1878	9	63.87
1878	10	111.46
1878	11	128.14
1878	12	125.45
1879	1	66.92
1879	2	153.97
1879	3	71.83
1879	4	47.77
1879	5	44.34
1879	6	130.90
1879	7	80.68
1879	8	121.65
1879	9	107.15
1879	10	46.06
1879	11	30.52
1879	12	45.71
1880	1	30.74
1880	2	100.08
1880	3	65.72
1880	4	39.36
1880	5	39.92
1880	6	63.20
1880	7	99.86
1880	8	25.57
1880	9	34.72
1880	10	142.35
1880	11	130.62
1880	12	156.61
1881	1	66.61
1881	2	141.32
1881	3	127.03
1881	4	41.52
1881	5	35.61
1881	6	35.62
1881	7	21.54
1881	8	52.72
1881	9	36.98
1881	10	53.06
1881	11	118.80
1881	12	143.42
1882	1	136.31
1882	2	151.38
1882	3	91.72
1882	4	123.16
1882	5	67.24
1882	6	56.95
1882	7	85.28
1882	8	68.10
1882	9	48.61
1882	10	133.57
1882	11	209.78
1882	12	181.66
1883	1	244.89
1883	2	243.59
1883	3	76.91
1883	4	35.69
1883	5	28.64
1883	6	44.27
1883	7	48.07
1883	8	23.40
1883	9	65.83
1883	10	106.44
1883	11	161.73
1883	12	87.64
1884	1	170.18
1884	2	167.67
1884	3	138.87
1884	4	48.78
1884	5	29.62
1884	6	29.53
1884	7	32.44
1884	8	26.13
1884	9	27.25
1884	10	30.55
1884	11	36.86
1884	12	103.24
1885	1	116.25
1885	2	173.30
1885	3	76.80
1885	4	68.65
1885	5	54.44
1885	6	32.73
1885	7	15.11
1885	8	12.53
1885	9	48.85
1885	10	101.55
1885	11	127.00
1885	12	72.11
1886	1	155.91
1886	2	73.46
1886	3	110.78
1886	4	75.09
1886	5	153.75
1886	6	37.08
1886	7	37.40
1886	8	25.42
1886	9	40.95
1886	10	109.72
1886	11	115.35
1886	12	209.41
1887	1	126.71
1887	2	50.83
1887	3	45.83
1887	4	32.64
1887	5	29.00
1887	6	15.99
1887	7	10.82
1887	8	12.94
1887	9	20.88
1887	10	29.86
1887	11	64.55
1887	12	91.53
1888	1	46.82
1888	2	30.84
1888	3	84.49
1888	4	49.02
1888	5	26.06
1888	6	30.05
1888	7	84.30
1888	8	74.01
1888	9	23.05
1888	10	26.80
1888	11	204.54
1888	12	130.79
1889	1	58.99
1889	2	66.37
1889	3	99.02
1889	4	138.95
1889	5	103.97
1889	6	24.65
1889	7	33.93
1889	8	41.73
1889	9	27.70
1889	10	61.56
1889	11	49.82
1889	12	50.00
1890	1	142.30
1890	2	53.00
1890	3	45.07
1890	4	31.48
1890	5	31.95
1890	6	22.78
1890	7	21.66
1890	8	42.27
1890	9	25.13
1890	10	29.71
1890	11	86.33
1890	12	36.13
1891	1	79.40
1891	2	35.31
1891	3	42.89
1891	4	38.76
1891	5	55.79
1891	6	35.79
1891	7	24.87
1891	8	65.78
1891	9	45.47
1891	10	187.99
1891	11	114.57
1891	12	228.09
1892	1	116.39
1892	2	103.12
1892	3	43.26
1892	4	28.84
1892	5	26.32
1892	6	24.23
1892	7	21.45
1892	8	30.46
1892	9	31.82
1892	10	52.50
1892	11	74.71
1892	12	60.88
1893	1	70.70
1893	2	133.12
1893	3	42.90
1893	4	21.68
1893	5	29.99
1893	6	24.13
1893	7	26.38
1893	8	22.57
1893	9	21.87
1893	10	46.49
1893	11	49.77
1893	12	112.02
1894	1	133.57
1894	2	146.37
1894	3	122.36
1894	4	65.24
1894	5	65.95
1894	6	30.92
1894	7	44.95
1894	8	48.53
1894	9	33.08
1894	10	90.98
1894	11	162.53
1894	12	123.02
1895	1	143.91
1895	2	54.45
1895	3	64.80
1895	4	53.58
1895	5	23.10
1895	6	11.77
1895	7	15.34
1895	8	21.36
1895	9	14.20
1895	10	38.54
1895	11	127.82
1895	12	106.96
1896	1	48.48
1896	2	37.03
1896	3	86.29
1896	4	34.48
1896	5	16.37
1896	6	12.28
1896	7	11.34
1896	8	9.58
1896	9	63.96
1896	10	98.25
1896	11	43.83
1896	12	131.85
1897	1	97.10
1897	2	90.64
1897	3	130.34
1897	4	108.19
1897	5	34.19
1897	6	33.17
1897	7	25.30
1897	8	48.63
1897	9	54.53
1897	10	37.87
1897	11	56.21
1897	12	163.55
1898	1	56.53
1898	2	60.54
1898	3	38.73
1898	4	43.07
1898	5	64.50
1898	6	28.91
1898	7	14.64
1898	8	18.71
1898	9	15.10
1898	10	62.61
1898	11	77.32
1898	12	113.28
1899	1	218.03
1899	2	194.84
1899	3	69.66
1899	4	85.82
1899	5	60.73
1899	6	28.88
1899	7	15.71
1899	8	10.72
1899	9	16.12
1899	10	47.40
1899	11	71.64
1899	12	88.39
1900	1	128.66
1900	2	195.37
1900	3	65.69
1900	4	39.20
1900	5	44.84
1900	6	30.62
1900	7	21.59
1900	8	41.15
1900	9	21.83
1900	10	63.73
1900	11	96.29
1900	12	190.99
1901	1	112.03
1901	2	61.05
1901	3	98.14
1901	4	100.06
1901	5	30.57
1901	6	21.82
1901	7	21.55
1901	8	21.37
1901	9	21.68
1901	10	31.12
1901	11	36.89
1901	12	118.26
1902	1	62.02
1902	2	44.51
1902	3	45.03
1902	4	43.19
1902	5	35.41
1902	6	30.35
1902	7	20.03
1902	8	29.68
1902	9	27.70
1902	10	52.05
1902	11	83.17
1902	12	94.54
1903	1	134.51
1903	2	130.70
1903	3	216.42
1903	4	77.11
1903	5	88.61
1903	6	51.35
1903	7	36.75
1903	8	76.80
1903	9	89.79
1903	10	289.73
