1858	5	36.27
1858	6	23.18
1858	7	6.89
1858	8	11.95
1858	9	21.09
1858	10	47.47
1858	11	21.87
1858	12	33.89
1859	1	41.47
1859	2	30.35
1859	3	31.73
1859	4	44.66
1859	5	12.22
1859	6	6.10
1859	7	39.57
1859	8	31.05
1859	9	35.32
1859	10	50.48
1859	11	58.32
1859	12	77.83
1860	1	88.10
1860	2	28.11
1860	3	45.66
1860	4	25.00
1860	5	31.89
1860	6	79.35
1860	7	10.86
1860	8	40.17
1860	9	9.64
1860	10	22.63
1860	11	31.56
1860	12	54.19
1861	1	15.04
1861	2	32.03
1861	3	53.27
1861	4	23.41
1861	5	6.66
1861	6	7.42
1861	7	22.71
1861	8	13.61
1861	9	20.55
1861	10	23.06
1861	11	32.24
1861	12	32.11
1862	1	31.66
1862	2	10.33
1862	3	29.48
1862	4	34.12
1862	5	41.72
1862	6	18.96
1862	7	11.71
1862	8	17.45
1862	9	25.14
1862	10	43.87
1862	11	24.56
1862	12	29.91
1863	1	63.10
1863	2	16.85
1863	3	16.21
1863	4	12.92
1863	5	6.85
1863	6	11.09
1863	7	6.25
1863	8	13.76
1863	9	25.94
1863	10	52.79
1863	11	34.38
1863	12	28.68
1864	1	24.00
1864	2	21.48
1864	3	40.47
1864	4	26.07
1864	5	20.71
1864	6	7.39
1864	7	5.30
1864	8	5.06
1864	9	15.19
1864	10	25.17
1864	11	33.27
1864	12	26.76
1865	1	28.82
1865	2	27.88
1865	3	21.04
1865	4	9.29
1865	5	25.07
1865	6	9.18
1865	7	5.35
1865	8	43.01
1865	9	9.25
1865	10	32.67
1865	11	48.82
1865	12	30.69
1866	1	59.02
1866	2	55.04
1866	3	33.80
1866	4	13.14
1866	5	14.56
1866	6	24.10
1866	7	8.37
1866	8	23.65
1866	9	85.93
1866	10	25.35
1866	11	35.30
1866	12	43.11
1867	1	60.01
1867	2	38.67
1867	3	36.49
1867	4	44.96
1867	5	29.21
1867	6	7.34
1867	7	12.80
1867	8	7.48
1867	9	9.22
1867	10	35.67
1867	11	20.27
1867	12	24.57
1868	1	49.43
1868	2	34.73
1868	3	41.11
1868	4	28.16
1868	5	14.94
1868	6	4.80
1868	7	1.84
1868	8	6.45
1868	9	16.76
1868	10	25.26
1868	11	34.23
1868	12	193.73
1869	1	63.08
1869	2	54.25
1869	3	28.59
1869	4	20.64
1869	5	40.46
1869	6	9.05
1869	7	2.93
1869	8	2.74
1869	9	32.82
1869	10	33.73
1869	11	40.90
1869	12	68.53
1870	1	42.52
1870	2	36.05
1870	3	31.28
1870	4	17.88
1870	5	14.41
1870	6	5.78
1870	7	2.36
1870	8	3.00
1870	9	8.20
1870	10	74.70
1870	11	43.16
1870	12	39.65
1871	1	33.65
1871	2	37.68
1871	3	30.08
1871	4	23.96
1871	5	15.62
1871	6	7.18
1871	7	22.20
1871	8	13.70
1871	9	27.43
1871	10	56.27
1871	11	22.02
1871	12	21.68
1872	1	67.52
1872	2	50.69
1872	3	40.36
1872	4	36.31
1872	5	25.99
1872	6	29.78
1872	7	46.33
1872	8	30.99
1872	9	59.88
1872	10	104.63
1872	11	108.61
1872	12	81.98
1873	1	66.46
1873	2	25.69
1873	3	28.39
1873	4	19.11
1873	5	15.13
1873	6	6.56
1873	7	10.32
1873	8	17.56
1873	9	21.49
1873	10	30.33
1873	11	31.54
1873	12	22.55
1874	1	28.62
1874	2	34.29
1874	3	28.48
1874	4	21.54
1874	5	18.99
1874	6	5.85
1874	7	4.07
1874	8	17.05
1874	9	27.24
1874	10	38.80
1874	11	55.14
1874	12	49.83
1875	1	59.43
1875	2	28.01
1875	3	19.08
1875	4	10.37
1875	5	17.70
1875	6	14.84
1875	7	24.20
1875	8	24.05
1875	9	32.63
1875	10	65.11
1875	11	48.22
1875	12	30.31
1876	1	21.84
1876	2	42.02
1876	3	44.96
1876	4	38.85
1876	5	9.42
1876	6	4.60
1876	7	4.08
1876	8	16.48
1876	9	37.19
1876	10	39.88
1876	11	53.34
1876	12	103.13
1877	1	81.45
1877	2	51.26
1877	3	33.28
1877	4	29.64
1877	5	31.37
1877	6	8.76
1877	7	10.44
1877	8	30.77
1877	9	29.77
1877	10	38.22
1877	11	72.41
1877	12	42.28
1878	1	44.06
1878	2	28.12
1878	3	23.66
1878	4	18.55
1878	5	35.66
1878	6	22.95
1878	7	6.61
1878	8	20.94
1878	9	24.48
1878	10	44.08
1878	11	48.44
1878	12	41.24
1879	1	25.11
1879	2	29.50
1879	3	28.28
1879	4	27.36
1879	5	21.28
1879	6	28.05
1879	7	36.05
1879	8	53.08
1879	9	29.94
1879	10	16.09
1879	11	11.30
1879	12	21.56
1880	1	14.78
1880	2	27.33
1880	3	33.68
1880	4	23.48
1880	5	18.92
1880	6	18.50
1880	7	42.50
1880	8	15.41
1880	9	17.21
1880	10	45.64
1880	11	59.12
1880	12	66.99
1881	1	14.46
1881	2	46.68
1881	3	41.22
1881	4	12.13
1881	5	20.82
1881	6	10.21
1881	7	5.92
1881	8	22.99
1881	9	14.72
1881	10	25.62
1881	11	63.84
1881	12	46.06
1882	1	46.87
1882	2	36.66
1882	3	32.86
1882	4	36.68
1882	5	23.91
1882	6	19.72
1882	7	28.88
1882	8	26.79
1882	9	18.90
1882	10	32.10
1882	11	84.09
1882	12	61.14
1883	1	90.73
1883	2	43.47
1883	3	28.49
1883	4	7.77
1883	5	11.19
1883	6	14.28
1883	7	6.54
1883	8	7.52
1883	9	29.17
1883	10	43.12
1883	11	47.37
1883	12	34.27
1884	1	62.78
1884	2	52.69
1884	3	37.50
1884	4	21.31
1884	5	14.36
1884	6	6.59
1884	7	12.40
1884	8	6.63
1884	9	9.82
1884	10	17.02
1884	11	25.21
1884	12	51.73
1885	1	31.66
1885	2	47.68
1885	3	24.41
1885	4	18.23
1885	5	19.41
1885	6	7.08
1885	7	5.15
1885	8	12.29
1885	9	32.95
1885	10	77.76
1885	11	41.46
1885	12	26.72
1886	1	39.12
1886	2	19.17
1886	3	32.05
1886	4	28.15
1886	5	52.54
1886	6	9.54
1886	7	10.11
1886	8	6.46
1886	9	15.61
1886	10	44.26
1886	11	33.03
1886	12	67.69
1887	1	34.03
1887	2	23.15
1887	3	19.59
1887	4	11.76
1887	5	14.17
1887	6	6.04
1887	7	3.95
1887	8	11.39
1887	9	18.14
1887	10	25.56
1887	11	25.81
1887	12	33.84
1888	1	24.68
1888	2	13.36
1888	3	19.44
1888	4	15.89
1888	5	7.61
1888	6	8.58
1888	7	31.20
1888	8	28.19
1888	9	7.53
1888	10	14.77
1888	11	64.37
1888	12	40.34
1889	1	24.23
1889	2	21.39
1889	3	24.43
1889	4	44.60
1889	5	30.19
1889	6	6.13
1889	7	3.99
1889	8	14.81
1889	9	9.47
1889	10	28.86
1889	11	26.40
1889	12	25.23
1890	1	91.54
1890	2	16.27
1890	3	17.38
1890	4	12.20
1890	5	17.00
1890	6	6.95
1890	7	5.89
1890	8	19.26
1890	9	8.12
1890	10	15.05
1890	11	60.22
1890	12	22.69
1891	1	22.94
1891	2	8.40
1891	3	15.30
1891	4	22.53
1891	5	26.32
1891	6	22.96
1891	7	10.29
1891	8	28.46
1891	9	31.85
1891	10	53.48
1891	11	37.27
1891	12	89.60
1892	1	37.93
1892	2	26.94
1892	3	18.68
1892	4	8.97
1892	5	17.65
1892	6	7.34
1892	7	8.27
1892	8	17.44
1892	9	20.61
1892	10	50.72
1892	11	29.45
1892	12	24.87
1893	1	23.27
1893	2	42.88
