cts_nbr,imr,screen,rpca,weightedcdrec
1,1.1226097940210225,0.2087485439373985,0.12034444248753103,0.12034748198927672
2,1.4372479149163568,0.20096021651563545,0.122956789941505,0.12224831116446032
3,1.2392006010640255,0.23668629296361618,0.13392273367186053,0.1332806338071786
4,0.9633489396178946,0.20683966859790312,0.13294798539586014,0.13069323579071052
5,0.8573672650294138,0.2268055252773328,0.20967014257276984,0.20860598643598643
6,0.9153749554014154,0.34629851616832125,0.41230784062932374,0.40139911467036704
7,1.0020507627364805,0.5366379292049475,0.6321257813107583,0.3782080020711611
8,1.0660717192451665,0.6734829963741581,0.8094964459830629,0.3945409222559916
9,1.117831684706503,0.7868305454923841,0.904756785169647,0.5114252863542108
10,1.1419107131647268,0.8682004072413123,0.9150362705457802,0.5503916926063872
