cts_nbr,imr,screen,rpca,weightedcdrec
1,2.8796410053666626,2.703779950732623,0.15734891916478413,0.10502518595039592
2,4.344307394391197,3.5381606791024565,0.6033842107104899,0.20566188884067746
3,4.049828160702664,3.4177328236753914,0.397636560026697,0.15154598172957046
4,3.989908209954088,3.427524514814358,0.31565019493737995,0.12284829831958176
5,3.646971866849241,3.1748968922224527,0.6401297014286804,0.30119925570347494
6,3.4652072108683494,2.946001344591175,0.5437214970730707,0.2930132988239925
7,3.4851347657171243,3.023390016275882,0.38300136758780484,0.2610374407674039
8,3.739916054120491,2.9348488759221993,0.43354966312455095,0.3146091230865409
9,3.71655983123557,2.975080668886023,0.3941858015285634,0.28438501322306153
10,3.708686299576151,3.02587706529747,0.3792385837499009,0.26368831907693613
