x	0	1	2	3	4
0	1577.8104307524623	1384.1843606923412	1178.1201404434983	1997.0882258886136	2392.4954806440783
1	1678.5937938390741	1458.741353790026	1251.6279600442763	2078.3614272645355	2476.3047581707715
2	1490.5619991220942	1319.6401689167712	1114.4842210187387	1926.7297943334534	2319.9415610651677
3	1118.272578972082	1044.229834528429	842.9494885237812	1626.510074656363	2010.3536848718534
4	1473.96006553281	1307.3584766799213	1102.375357988871	1913.3417484248048	2306.1357500954714
5	1059.2398362795116	1000.5588986251989	799.8930944177874	1578.9051938735784	1961.263325471645
6	1200.1961694074582	1104.83484293025	902.7016571589596	1692.5744751583675	2078.4795810168453
7	1441.061298574717	1283.020797663307	1078.380161236355	1886.8116939583074	2278.77784293864
8	885.3684906152791	871.9332572340418	673.0774859740884	1438.6927574466695	1816.6756532961276
9	1281.2440333720028	1164.7920109500712	961.8151018870763	1757.932676823239	2145.8772418600615
10	1022.3537734153107	973.2715185443856	772.9897050907763	1549.1597247473815	1930.5896687809454
11	1091.0861642439868	1024.1180097871622	823.1206794007184	1604.5865458990722	1987.7460469927264
12	1258.4041639339262	1147.8956509170837	945.1565091298903	1739.5142667663595	2126.8840975772678
13	1168.281613991486	1081.2252588184413	879.424309486604	1666.8381035023012	2051.9401230142425
14	1309.5967331647207	1185.7666240013318	982.4945580763585	1780.7967151846528	2169.4547373194737
15	719.7891200018472	749.4418100957337	552.309750785468	1305.1670928982567	1678.9834092646356
16	724.4265289178464	752.8724483871365	555.6921127901905	1308.906768348148	1682.8397787976878
17	809.4623853116225	815.7798327414168	617.7142581121274	1377.4809463593142	1753.5537683884231
18	831.287881085214	831.9257846913115	633.6330026041519	1395.0813504221558	1771.7033813446271
19	607.6103387483064	666.4547737091898	470.49051631187837	1214.7044570057694	1585.6979470340837
20	470.19289457536433	564.7968103020871	370.26309397845483	1103.8889883531301	1471.4245554446259
21	442.175468878139	544.0702245805157	349.8281748533615	1081.2953200036366	1448.1258667133884
22	781.5667542320747	795.1433476097782	597.3681716724136	1354.985494999072	1730.3563614422103
23	637.7106698788982	688.7222403982397	492.44463297267816	1238.9778112433746	1610.7287351335158
24	533.650036929903	611.7408056166732	416.5464886749548	1155.0617707585832	1524.1941504627232
25	993.1341094945021	951.6555472715459	751.6779159372401	1525.5965536322067	1906.2912245955574
26	184.08254144361166	353.1395786884904	161.58432419132532	873.1653487199737	1233.5013382140983
27	371.08198866562645	491.47705889165604	297.9751054756134	1023.9644812930737	1389.0060573421888
28	989.1828814104881	948.7325282735189	748.7960299562014	1522.4102246001194	1903.005468286951
29	298.29533730353984	437.6313278403614	244.88709696104405	965.2682442113038	1328.4782432524635
30	124.8568211030483	309.3258827827286	118.38717901589716	825.4048478946937	1184.250502751554
31	-180.4090659777624	83.49786971589714	-104.26295956425285	579.2339010828	930.3979554040216
32	-540.7197124297851	-183.05086965748035	-367.06079829953677	288.67404248969245	630.7713698298887
33	-433.64139640293683	-103.83702895577079	-288.9616627220472	375.0235874435131	719.8153948568445
34	-338.1848693835426	-33.22069498805308	-219.33904890007858	452.00114907167756	799.1949900567728
35	-291.8677519004823	1.043541714600849	-185.55698197850825	489.351960763861	837.7113089658596
36	-324.314977428373	-22.9600983270891	-209.2228403861128	463.18603601542867	810.7288939525683
37	-469.525316148565	-130.3830488032478	-315.1341243114029	346.0862614174155	689.9750988337557
38	-793.8533343444522	-370.3127462597195	-551.6875069617992	84.54332885983445	420.27089315745036
39	-468.77185127044186	-129.82565446754472	-314.584573684788	346.6938666896941	690.6016640241135
40	-561.9008293540822	-198.72012636772666	-382.50955565521446	271.59327510474264	613.1576084682224
41	-375.1958061010836	-60.60045359977096	-246.3335167980269	422.1549798148413	768.4174909548867
42	-1183.2327950155454	-658.3658620967658	-835.6871104148138	-229.45805340772574	96.47130676606662
43	-903.4002632776397	-451.3528046007494	-631.5871614605256	-3.7969422189289617	329.174022721917
44	-517.7516002412099	-166.059638868339	-350.30866981700854	307.19586940593285	649.8711580263022
45	-825.5602832638947	-393.7687483153757	-574.8134338001255	58.974374167071005	393.9040762530517
46	-733.1579502049418	-325.41183009896537	-507.4184410040297	133.48898840802872	470.7438694319759
47	-944.1220760013184	-481.4777757981814	-661.2882110368965	-36.63561702123627	295.3106389309254
48	-1030.210607886013	-545.1639029618582	-724.0781406211831	-106.05868818834313	223.72126703837012
