x	0	1	2	3	4
0	1586.08615694583	1337.7743698433198	1328.58527861429	2003.1020395198	2286.02764637998
1	1655.14328436632	1371.31063659904	1318.56008747341	2142.73463729773	2461.15298667982
2	1492.7886158950305	1416.01690220057	1308.13466292693	1863.2215174595	2123.2656485012803
3	1160.17140095381	1584.17541799591	1311.77752859551	1275.7516096522802	1408.57440160425
4	1437.29517718212	1577.87282344091	1291.19632955583	1798.90110751531	2054.94176762782
5	1112.35583314753	1527.02094892243	1263.13299422942	1228.71618652295	1362.33906549974
6	1275.33306848304	1225.94220196032	1201.16512450521	1547.52558919634	1759.26955918525
7	1501.07810848177	1007.22319449468	1148.1103502279	1982.07096378818	2298.42010841682
8	1013.74126455148	1212.06198339037	1147.89666281046	1121.26698516786	1251.08756979467
9	1294.29151121497	1340.85350095472	1136.3015574436	1658.53234017928	1916.91548632322
10	1138.38218846273	1041.86145420028	1068.12553022827	1403.4636700022302	1612.47214977695
11	1155.58328654477	1188.25080179041	1055.73145472311	1464.6499089157198	1695.8559664493398
12	1336.96846259743	886.378700013249	984.218861387098	1825.8101448668103	2147.10873969283
13	1209.3509566083198	1127.11248475863	981.095466824866	1626.3046280118	1911.86422474804
14	1312.50063136107	1119.94647996281	944.731950902677	1847.7693473675	2192.69147374839
15	855.674799514279	1012.02581995594	894.1118234024369	1052.01720609972	1227.6811851133
16	857.649101010251	964.547743379468	850.028181958091	1091.85449622093	1286.6549768903
17	832.7492900310539	1384.58269887303	864.902932146612	1083.92242236936	1287.41177894572
18	893.923068010609	1097.58551196842	787.715514413349	1233.58222104826	1481.5195953174698
19	697.81650189892	1134.68486359615	751.164522889862	916.311545884588	1103.87187297098
20	680.828301606717	596.232337910697	639.5930004464669	925.733102337991	1126.7033151403698
21	605.222893268005	809.1711779658419	623.753610531841	829.411036354079	1020.22792767703
22	825.0767884631979	997.740172456463	603.92811799627	1271.24472326574	1573.2565177901
23	764.5541318557171	654.771207064779	514.94895723994	1203.88814066045	1502.68797952909
24	775.577630540511	103.367139401096	398.448142749336	1267.3210778344098	1592.5306432907998
25	1021.41915371695	647.068536395565	422.173209768006	1758.42044926185	2206.46394618693
26	482.242483644311	51.635575465142	298.80551864579496	822.3276275726711	1072.11805603265
27	576.415621173396	261.44347858435697	278.525526545858	1038.57795039567	1349.6119788457902
28	963.569083742168	721.748625075885	290.051049599389	1788.06650722869	2280.47309015411
29	446.21812518894006	496.369303213359	213.03591305058103	892.8407092538199	1196.51487981159
30	283.593185041363	556.126730437695	172.433614160417	643.008411989262	903.28391133172
31	91.4490889952034	155.994489251288	23.8992261465649	385.882873342202	614.077666070562
32	-159.19396774730302	-95.5656088266814	-57.0815135017108	-23.715858437762	125.206104115047
33	-194.59717659697105	455.78611205077993	-34.7403470676455	-41.895190358920296	115.843718001321
34	-50.1306848995615	27.579009118533897	-138.280771130091	266.944405894463	507.074873875868
35	18.7891929136834	-210.55140004174703	-217.174974350158	438.201713286071	729.705903399834
36	-83.5132780676535	115.689677785013	-223.200695409888	297.798148097893	570.4567984514119
37	-211.335149288	111.88807257161	-271.331034726687	110.654191542113	353.856806571093
38	-509.460480341326	256.064630578228	-300.00236186904704	-386.621784063582	-242.789483967611
39	-138.810564568463	-399.273513885162	-431.016553799301	331.943672228302	649.93874992696
40	-225.434237218139	-400.65539243389605	-477.338607558883	218.32086319896703	523.021380050974
41	-79.3437184380364	-458.529042723081	-530.280857384221	527.331163837802	913.696578962351
42	-724.128164582732	-499.691746662659	-580.355112958494	-602.70850985119	-458.7657011556109
43	-505.793326088938	-547.54922445804	-630.501134754297	-163.723216859033	90.749826428903
44	-206.482366798633	-579.496407032469	-677.741534664671	421.727279365221	819.475098463309
45	-533.857360032733	-208.74210681249	-672.254769459486	-133.455743626343	150.59306793618998
46	-363.892468489464	-771.169231460354	-785.8095504692751	214.94581316980305	588.417964701952
47	-548.027737533678	-742.236633774926	-822.237801647735	-81.654841383285	235.789624737603
48	-667.210443714636	-535.763845544942	-834.705828422892	-261.18063277304503	26.2972980866186
49	-577.190464751869	-464.932003891241	-863.436529391185	-61.3400001619124	281.253264865111
50	-1083.0051124678098	-963.629286961389	-964.1813138595668	-946.321441970013	-793.1065666458949
51	-873.2306864788229	-940.052653305534	-996.442827255332	-531.075492069145	-274.919847445906
52	-749.9278679757201	-729.905332233786	-1003.34691938284	-274.373215103633	48.68716609398621
53	-661.132895053315	-647.692200986017	-1025.2948355091	-81.7579099285367	293.417644738605
54	-794.447074434451	-988.694664495298	-1100.21733175257	-294.470983618248	41.2101312377838
55	-925.976650666232	-1306.24896533925	-1170.61055594902	-505.360057898722	-209.15368472386
56	-795.727207155664	-581.388754000478	-1105.35736910868	-241.613742208036	121.546074400062
57	-1018.21258816145	-677.260520992201	-1144.07131335029	-620.898258386242	-335.933002021181
58	-1237.521199538	-1222.2481599393302	-1238.90938528914	-995.951640933068	-788.6537628099651
59	-1078.81324899172	-1092.73255454142	-1245.30051385767	-685.0845035599971	-401.502024680321
60	-1126.51939229101	-1525.1100550534195	-1322.24675421613	-751.243015780662	-476.681714018497
61	-1057.25738180827	-985.787207456903	-1272.44714893411	-606.3192444484	-293.722054918298
62	-1205.61493732672	-754.477214949115	-1260.48114377232	-858.861470848421	-598.151609415928
63	-1046.71313840664	-1555.517487868	-1379.4926369824698	-554.291776293339	-220.54295970016705
64	-821.64132051972	-1364.57764609139	-1369.06532713112	-131.106308382425	301.90434056592096
65	-1494.98291597986	-1344.85714454676	-1378.8000410768802	-1343.62691898416	-1180.00077026343
66	-1099.34614363717	-1365.95887621361	-1391.90431998704	-613.7499291691751	-282.798664369124
67	-1332.10282886042	-1701.1227583438	-1443.5088034930402	-1028.52372029483	-788.376001102809
68	-1323.19455609758	-1097.4700724370098	-1372.44142391371	-1005.5739343987	-758.200451296857
69	-1531.0687347684698	-1592.26174966095	-1440.7461281084302	-1378.6947787612198	-1213.7396211620098
70	-1267.51238664879	-1231.80528711075	-1397.11075450823	-896.230927871392	-621.617011543934
71	-1166.40974709272	-1083.33546000002	-1378.8102068668802	-711.04016738103	-394.17718324324994
72	-1465.91553731267	-1272.2538907285	-1401.97379147392	-1256.25881278412	-1062.04724889474
73	-886.384703104334	-1005.54103368351	-1364.59671916577	-204.57743128579497	225.914413591764
74	-1341.57796627243	-1220.52656389843	-1387.2533058740803	-1036.57374806504	-794.2784226498759
75	-1592.97427758889	-1362.02666465976	-1398.53786071087	-1499.72536047464	-1363.10267826288
76	-777.791995364665	-1287.16212760964	-1369.36311048879	-34.3762274896975	427.739894788784
77	-892.0750281870711	-740.501548733344	-1286.44873966983	-253.495152167497	156.408031526464
78	-929.5575958190468	-1155.06233405859	-1325.319620611	-334.681131834467	53.5753531851736
79	-993.9365313660652	-925.9891068052432	-1279.5650651636302	-466.507389911052	-111.769558813018
80	-1028.714337826	-1060.85363736397	-1278.81564055313	-546.1968341138111	-213.709814544014
81	-1159.26672418816	-1811.97560018821	-1355.55617172846	-801.7449238535651	-531.550748629385
82	-1316.9177513846198	-1391.00072048689	-1279.78097602699	-1108.22012473644	-912.233029012293
83	-1411.96569155244	-1136.7415467214698	-1223.7368170158802	-1302.44841311553	-1155.84648415384
84	-1204.22989278229	-948.304227793834	-1174.48272591086	-947.5751690191432	-727.1995100511591
85	-1276.48536014887	-1538.9326462203303	-1223.80350348104	-1103.46379689172	-924.6997108335512
