x	0	1	2	3	4
0	1478.7310866109672	1400.1933808518081	1205.6695058334594	2023.200068650062	2421.3368121108997
1	1564.5561600975957	1480.1829271921372	1284.892603004836	2110.602808063266	2511.5157662163347
2	1406.1817673086769	1332.5769267954768	1138.700943625377	1949.3171228863007	2345.1070872769196
3	1093.1839473266436	1040.8608511922853	849.7800525674872	1630.565669663803	2016.230980370251
4	1394.340414737038	1321.5407064721833	1127.7704708938895	1937.258098511797	2332.6650263881456
5	1043.3124514593974	994.3802812647086	803.7448532642404	1579.7774188607236	1963.8295182534432
6	1159.915431979962	1103.0550441849332	911.3783090945115	1698.5238353473883	2086.347733522542
7	1361.8879912893858	1291.2948293203697	1097.814405704612	1904.2091234897835	2298.566301087876
8	894.2228437719205	855.4277630960304	666.1237595997234	1427.9471948882904	1807.1766388202432
9	1230.8500827820503	1169.1666163276905	976.8564089668877	1770.7624312209762	2160.8808782003994
10	1009.2985070331883	962.6790560473307	772.347384960538	1545.1382184461463	1928.0900564767653
11	1069.3829688723515	1018.6781790235116	827.809931806076	1606.3271734632272	1991.2225853115685
12	1208.4188886482227	1148.2605923681974	956.1507037418162	1747.9188991858841	2137.3117562160214
13	1135.0955676985336	1079.9227635652223	888.4676789037395	1673.2477238110696	2060.268764859768
14	1255.1146357434982	1191.7813430583294	999.2544444009534	1795.4730235142379	2186.3763647640108
15	755.6167799468132	726.2459783916297	538.1797775340481	1286.7932268758636	1661.539130331925
16	759.641395916278	729.9969475724681	541.8948054282691	1290.8918247159477	1665.7679138803471
17	836.3660650943475	801.5048558251976	612.7175344374425	1369.0268730684534	1746.3848028555929
18	852.5752886275653	816.6119612930779	627.6798856347853	1385.534060106108	1763.4163155092292
19	664.3384293703009	641.1739410872135	453.92288914941275	1193.8369663636145	1565.6302560011436
20	543.3484769276109	528.4104907985684	342.2399232079878	1070.622935132847	1438.5025190205508
21	522.4231561282469	508.9079509256749	322.9242540721085	1049.3129579121523	1416.5156628799457
22	812.0952985193014	778.8843379648497	590.3137633635007	1344.3099529408178	1720.8827874636013
23	687.6466394026288	662.8973497689606	475.43814702530193	1217.573635904144	1590.1208846414163
24	594.7952710867838	576.3592493405307	389.729243138054	1123.0154419011576	1492.5591938461732
25	989.6414408211538	944.3585379888473	754.2024116636283	1525.1198093034354	1907.4357931039674
26	299.94540323123493	301.5571873073905	117.56029782713712	822.7455426832888	1182.7516793150985
27	460.9527290635432	451.6170990277387	266.18235547913207	986.7125603815668	1351.9268592132285
28	989.1782954262553	943.9268833624949	753.7748930943579	1524.6481502110953	1906.9491524800337
29	403.16046085258165	397.7543159461296	212.8356784041096	927.8579348818564	1291.2028063120995
30	257.7544732579444	262.23495650538723	78.61484739830077	779.7790445697653	1138.420415930631
31	-3.033174510253218	19.17911293084427	-162.1120674869333	514.1975088473708	864.4030878474017
32	-309.6350995877237	-266.5759455584371	-445.1290591021849	201.95952206244976	542.2473377039771
33	-212.81335115616292	-176.33742413002693	-355.7551911556442	300.5610810697127	643.9808248250578
34	-135.60108380733885	-104.37507109920921	-284.4823717976601	379.19269078972445	725.1100476821875
35	-98.0667764767374	-69.39284395272085	-249.83533968791392	417.4169666265844	764.5484593332181
36	-121.53897203944945	-91.26908825288257	-271.50196873169796	393.51329711742744	739.8855262250585
37	-243.7077078986228	-205.1311726223094	-384.27304178861084	269.0988136692605	611.5192064935653
38	-515.9396503993801	-458.85317594077725	-635.563914697099	-8.137389735226293	325.47701798749745
39	-246.75676733444146	-207.97291654547467	-387.0875565003612	265.99370537750053	608.3154691734885
40	-324.8624861621095	-280.7679723700857	-459.1850998049829	186.45222044723448	526.2474703079857
41	-166.80164994773173	-133.45420881203955	-313.28287708971095	347.41858514520027	692.3266860404821
42	-850.1373062313953	-770.3276412923178	-944.0538732469266	-348.4783814588171	-25.674386177799533
43	-613.2127323328666	-549.512343231761	-725.3543979336381	-107.19857881159032	223.26930134929626
44	-286.6214481918873	-245.127067509131	-423.88570134281656	225.3962182886404	566.4284648351639
45	-542.690568423465	-483.7852116502166	-660.2570549642703	-35.380052306174775	297.3690337962802
46	-469.5082445142703	-415.5787930382999	-592.7041811623208	39.147534172205155	374.26387537383584
47	-647.0882289993108	-581.0845342048844	-756.624068382012	-141.69678647221497	187.67531074632802
48	-717.2680829545354	-646.4926306044006	-821.4054331219323	-213.16671056451253	113.93525353635232
49	-593.6690332590936	-531.2974841094258	-707.3140711630368	-87.29562076074546	243.80444650240565
50	-1229.9937573647162	-1124.356411280328	-1294.6903867594697	-735.3174841133886	-424.80084283900123
51	-989.4837862215277	-900.1994988476624	-1072.6813159774874	-490.3863762200714	-172.08987192441987
52	-801.4412433291104	-724.9425828021463	-899.1036883365433	-298.8871708324667	25.492013607045692
53	-678.347934328853	-610.2187900401796	-785.4791636620263	-173.5311184227395	154.829809801882
54	-884.4251969540614	-802.2841863024441	-975.7042149031621	-383.39656394459746	-61.70169146560943
55	-1084.0000005394254	-988.2892469592307	-1159.9269998666373	-586.640019995125	-271.4008658674793
56	-779.150859997125	-704.1677954580339	-878.5279622351003	-276.1870380316544	48.91318149920994
57	-1028.9569721873752	-936.9887739364569	-1109.1180811370696	-530.5851718240091	-213.5655209509723
58	-1372.9456392818547	-1257.5885277064176	-1426.6458908082604	-880.8971565360094	-575.0046314870785
59	-1167.9016729515101	-1066.4861705480369	-1237.3746509587063	-672.084001715781	-359.5588453301764
60	-1305.3146837817624	-1194.556021828538	-1364.2173539983082	-812.0229856241546	-503.94277759772785
61	-1108.3291839301078	-1010.964209685066	-1182.3846941226238	-611.4164307763307	-296.96426154290384
62	-1210.9214499000032	-1106.5808923114646	-1277.0851904435617	-715.8945829537814	-404.7610028519948
63	-1208.9873402521912	-1104.7782890975561	-1275.2998595333288	-713.9249198392998	-402.72877639323065
64	-922.5589170230026	-837.825070156845	-1010.9045507467248	-422.231271130266	-101.76992388608414
65	-1633.3675313012818	-1500.3034844605133	-1667.0351852051144	-1146.1062130620576	-848.6376491404737
66	-1211.7404435418098	-1107.3441998998223	-1277.841184120371	-716.7286316175094	-405.621543799258
67	-1529.807106167568	-1403.7844709749265	-1571.4410040389835	-1040.6421046870987	-739.8236342392509
68	-1387.434075378032	-1271.0918476971035	-1440.0198237870372	-895.6519240319714	-590.2280616654432
69	-1714.6150084143587	-1576.0266801602386	-1742.0328113389423	-1228.8472091557092	-934.006786760893
70	-1353.9952091741059	-1239.9265992548317	-1409.1531966004372	-861.5983731247285	-555.0928516593433
71	-1213.319507247731	-1108.8158979054035	-1279.2987805118673	-718.3367222138664	-407.28071294040683
72	-1574.078387310671	-1445.0456030739708	-1612.306777471124	-1085.7271956989016	-786.3407843936836
73	-898.0127754263538	-814.9479009222935	-988.2465874978305	-397.2339139429663	-75.9785637790103
74	-1431.9076155888315	-1312.541486609029	-1481.072297784909	-940.942992106999	-636.9577314303142
75	-1732.8301064225489	-1593.0032741441255	-1758.8467378625683	-1247.3971433406632	-953.145931308931
76	-851.2991903485088	-771.4105251123055	-945.1263810185195	-349.66162372813153	-26.895212332866095
77	-858.8063476492873	-778.4072462614965	-952.0560605184509	-357.3067801682961	-34.783205505335445
78	-992.5960893340609	-903.1001863033384	-1075.5542094326784	-493.5558907554947	-175.36006125424387
79	-1016.5846392057438	-925.4576762960178	-1097.697472936913	-517.985406375566	-200.56554317289874
